0.014780729	-0.04655252	-0.09738725	0.059019595	-0.05692584	0.050908532	-0.012188992	0.0048735966	0.04860876	0.04269361	-0.049713347	0.012646386	-0.0004704194	-0.06474513	-0.0038171692	-0.06691338
0.018054504	-0.02749279	-0.06861666	0.054219708	-0.049488	0.028543418	-0.0047283764	0.0037470723	0.062566705	0.024368908	-0.09742667	-0.053450618	-0.003996133	-0.025665643	-0.07027136	-0.09894729
-0.0079171285	0.06918753	-0.055251505	0.03564049	0.0035749401	0.068664595	0.05483851	-0.015353214	0.08947364	-0.0017159565	-0.08525541	-0.0401674	-0.028255314	-0.09119332	-0.05228057	-0.13776754
0.021671847	0.016354155	-0.09542082	-0.08265653	-0.033422936	0.03718135	-0.05746499	-0.009033002	0.03653725	0.040356476	-0.07159324	0.0242021	-0.002399521	-0.044769827	-0.026101882	-0.080151275
0.03177613	0.023260934	0.0165637	0.03341451	-0.0056175995	0.1304904	-0.02712213	-0.023686213	0.05230997	0.04327691	-0.040583216	0.053145237	0.0009301397	-0.05387097	0.025954079	-0.09105136
0.07317549	-0.011564281	-0.088858925	0.0390216	-0.011757638	-0.0040997355	-0.029675925	0.03621922	0.09770769	-0.04417877	0.018900106	0.058386184	0.090391554	-0.013415732	-0.04273844	-0.06300931
-0.021512134	0.04680246	-0.027588882	0.064602494	-0.08382402	0.077730775	-0.06628383	0.03449546	0.1053681	0.008400299	-0.1431024	0.013401423	-0.060839713	-0.100929044	-0.019996272	0.00096620945
0.03576997	-0.035082538	-0.08397106	0.023045387	-0.05236618	0.029049812	-0.029279808	-0.017952792	0.06773938	-0.05218216	-0.039485496	-0.036003485	-0.0058830893	-0.0779956	-0.02140866	-0.0150618125
-0.029498369	-0.0042317896	-0.092077695	0.022201724	0.0106268255	0.076817594	-0.008078374	0.043407608	0.11473889	0.04778783	-0.053652316	0.031296704	-0.0057720784	-0.0058033136	-0.054250408	-0.08991576
-0.0069517125	-0.013134697	0.011004564	0.03559451	-0.09601405	0.06542716	0.04594287	0.021130921	0.040212534	-0.046026584	-0.03470316	0.027151585	-0.008508485	-0.067289986	-0.07741559	-0.06798858
